Product Name,Product ID,Processor Type,Generation,RAM,Storage,Graphics,Display,Price
Dell Inspiron 15 3511 Intel Core i3 1115G4  4GB RAM 256GB SSD + 1TB HDD 15.6 Inch FHD Display Carbon Black Laptop, 33.01.013.1577,Core i7,11th (Intel),4GB,1TB HDD,Shared,15.6,0 
Lenovo V14 Intel Core i3 1115G4 4GB RAM 1TB HDD 14 Inch HD TN Display Iron Grey Laptop, 33.01.200.949,Ryzen 7,11th (Intel),4GB,512GB SSD,Shared,14,0 
Lenovo ThinkPad X13 Intel Core i7 1165G7 16GB RAM 512GB SSD 13.3 Inch WUXGA Display Black Laptop, 33.03.200.950,Core i3,11th (Intel),16GB,512GB SSD,Shared,13.3,0 
Dell Inspiron 15 5515 AMD Ryzen 7 5700U 8GB RAM 512GB SSD 15.6 Inch FHD Display Platinum Silver Laptop #CYBORGN515AMD2201104-2Y, 33.01.013.1579,Core i3,Not Applicable,8GB,1TB HDD,Shared,15.6,0 
Dell Latitude 14-3420 Intel Core i3 1115G4 4GB RAM 1TB HDD 14 Inch HD  Display Black Laptop, 33.01.013.1580,Core i7,11th (Intel),4GB,1TB HDD,Shared,14,0 
Dell Latitude 15-3520 Intel Core i3 1115G4 4GB RAM 1TB HDD 15.6 Inch HD Display Black Laptop, 33.01.013.1581,Core i5,11th (Intel),4GB,512GB SSD,Shared,15.6,0 
MSI Creator Z16 A11UET-270BD Intel Core i7 11800H 16GB RAM 512GB SSD 16 Inch QHD+ Touch Display Lunar Gray Laptop, 33.03.033.1200,Core i7,11th (Intel),16GB,512GB SSD,6GB,16,0 
MSI GF63 Thin 11UC-643XBD Intel Core i5 11400H 8GB RAM 512GB SSD 15.6 Inch FHD Display Black Gaming Laptop, 33.02.033.1198,Ryzen 7,11th (Intel),8GB,512GB SSD,4GB,15.6,0 
MSI GF63 Thin 11UC-641XBD Intel Core i7 11800H 8GB RAM 512GB SSD 15.6 Inch FHD Display Black Gaming Laptop, 33.02.033.1199,Core i3,11th (Intel),8GB,512GB SSD,4GB,15.6,0 
MSI Delta 15 A5EFK-085BD Ryzen 7 5800H 16GB RAM 512GB SSD 15.6 Inch FHD Display Black Gray Laptop, 33.02.033.1201,Core i3,Not Applicable,16GB,512GB SSD,10GB,15.6,0 
Asus VivoBook 15 K513EA Intel Core i3 1115G4 8GB RAM 512GB SSD 15.6 Inch FHD Display Indie Black Laptop #BQ2349W-K513EA, 33.01.006.1478,Core i7,11th (Intel),8GB,512GB SSD,Shared,15.6,0 
Asus VivoBook 15 K513EA Intel Core i3 1115G4 8GB RAM 512GB SSD 15.6 Inch FHD Display Transparent Silver Laptop, 33.01.006.1479,Core i7,11th (Intel),8GB,1TB SSD,Shared,15.6,0 
MSI Stealth GS66 12UGS Intel Core i7 12700H 32GB RAM 1TB SSD 15.6 Inch 2K QHD Display Core Black Gaming Laptop, 33.02.033.1202,Core i7,12th (Intel),32GB,512GB SSD,8GB,15.6,0 
MSI Katana GF66 12UD Intel Core i7 12700H 16GB RAM 512GB 15.6 Inch FHD Display Black Gaming Laptop, 33.02.033.1203,Ryzen 9,12th (Intel),16GB,512GB SSD,4GB,15.6,0 
MSI Katana GF66 12UC Intel Core i7 12700H 8GB RAM 512GB SSD 15.6 Inch FHD Display Black Gaming Laptop, 33.02.033.1204,Intel Celeron,12th (Intel),8GB,512GB SSD,4GB,15.6,0 
Asus VivoBook Pro 16X M7600QE AMD Ryzen 9 5900HX 32GB RAM 512GB SSD 16 Inch 4K WQUXGA OLED Display 0 Degree Black Laptop, 33.01.006.1488,Ryzen 3,Not Applicable,32GB,1TB HDD,4GB,16,0 
Asus X515MA Intel CDC N4020 4GB RAM 1TB HDD 15.6 Inch FHD Display Slate Grey Laptop #BQ676W-X515MA, 33.01.006.1486,Core i3,Not Applicable,4GB,1TB HDD+256GB SSD,Shared,15.6,0 
Dell Vostro 14 3405 AMD Ryzen 3 3250U 4GB RAM 1TB HDD + 256GB SSD 14 Inch FHD Accent Black Laptop, 33.01.013.1578,Core i5,Not Applicable,4GB,512GB SSD,Shared,14,0 
Asus VivoBook 15 K513EA Intel Core i3 1115G4 8GB RAM 512GB SSD 15.6 Inch FHD Display Hearty Gold Laptop #BQ2348W-K513EA, 33.01.006.1480,Core i5,11th (Intel),8GB,512GB SSD,Shared,15.6,0 
Asus VivoBook 15 K513EA Intel Core i5 1135G7 8GB RAM 512GB SSD 15.6 Inch FHD Display Indie Black Laptop #BN2352W-K513EA, 33.01.006.1481,Core i5,11th (Intel),8GB,512GB SSD,Shared,15.6,0 
Asus VivoBook 15 K513EA Intel Core i5 1135G7 8GB RAM 512GB SSD 15.6 Inch FHD Display Hearty Gold Laptop #BN2353W-K513EA, 33.01.006.1482,Core i5,11th (Intel),8GB,512GB SSD,Shared,10.5,0 
Asus VivoBook 15 K513EA Intel Core i5 1135G7 8GB RAM 512GB SSD 15.6 Inch FHD OLED Display Indie Black Laptop #L12355W-K513EA, 33.01.006.1483,Core i5,11th (Intel),8GB,512GB SSD,Shared,15.6,0 
Asus VivoBook 15 K513EA Intel Core i5 1135G7 8GB RAM 512GB SSD 15.6 Inch FHD OLED Display Hearty Gold Laptop #L12354W-K513EA, 33.01.006.1484,Core i5,11th (Intel),8GB,512GB SSD,Shared,15.6,0 
Asus X515EA Intel Core i5 1135G7 8GB RAM 512GB SSD 15.6 Inch FHD Display Slate Grey Laptop, 33.01.006.1485,Core i3,11th (Intel),8GB,1TB HDD+256GB SSD,Shared,15.6,0 
Lenovo IdeaPad Gaming 3i 15IHU Intel Core i5 11300H 8GB RAM 1TB HDD + 256GB SSD 15.6 Inch FHD Display Shadow Black Gaming Laptop, 33.02.200.951,Core i5,11th (Intel),8GB,256GB SSD,4GB,15.6,0 
Lenovo IdeaPad Slim 3i 14ITL Intel Core i3 1115G4 8GB RAM 256GB  SSD 14 Inch FHD Display Arctic Grey Laptop, 33.01.200.953,Core i3,11th (Intel),8GB,512GB SSD,Shared,14,0 
Lenovo IdeaPad Slim 5i 15ITL Intel Core i5 1135G7 16GB RAM 512GB SSD 15.6 Inch FHD Display Graphite Grey Laptop, 33.01.200.956,Core i3,11th (Intel),16GB,256GB SSD,2GB,15.6,0 
Lenovo IdeaPad Slim 3i 15ITL Intel Core i3 1115G4 4GB RAM 256GB SSD 15.6 Inch FHD Display Arctic Grey Laptop, 33.01.200.954,Core i5,11th (Intel),4GB,512GB SSD,Shared,15.6,0 
Lenovo IdeaPad Slim 3i 15ITL Intel Core i3 1005G1 8GB RAM 512GB SSD 15.6 Inch HD Display Platinum Grey Laptop, 33.01.200.955,Core i7,10th (Intel),8GB,512GB SSD,Shared,15.6,0 
Asus VivoBook 15 K513EA Intel Core i5 1135G7 8GB RAM 512GB SSD 15.6 Inch FHD Display Transparent Silver Laptop #BN2351W-K513EA, 33.01.006.1489,Ryzen 7,11th (Intel),8GB,512GB SSD,Shared,15.6,0 
Lenovo IdeaPad S540-13ITL Intel Core i7 1165G7 16GB RAM 512GB SSD 13.3 Inch QHD IPS Display Iron Grey Laptop, 33.01.200.957,Ryzen 7,11th (Intel),16GB,512GB SSD,Shared,13.3,0 
Lenovo IdeaPad 5 Pro 14ACN6 AMD Ryzen 7 5800U 16GB RAM 512GB SSD 14 Inch 2.2K IPS Antiglare Display Storm Grey Laptop, 33.01.200.945,Core i5,Not Applicable,16GB,1TB HDD+256GB SSD,Shared,14,0 
Lenovo IdeaPad Gaming 3 15ACH6 AMD Ryzen 7 5800H 16GB RAM 1TB HDD + 256GB SSD 15.6 Inch FHD Display Shadow Black Gaming Laptop, 33.02.200.946,Core i7,Not Applicable,16GB,512GB SSD,4GB,15.6,0 
Lenovo IdeaPad FLEX 5i 14ITL Intel Core i5 1135G7 8GB RAM 512GB SSD 14 Inch FHD 360 Degree Rotating Touch Display Graphite Grey Laptop #82HS00PUIN / 82HS0132IN-2Y, 33.03.200.958,Ryzen 7,11th (Intel),8GB,512GB SSD,Shared,14,0 
Lenovo IdeaPad FLEX 5i 14ITL Intel Core i7 1165G7 16GB RAM 512GB SSD 14 Inch FHD 360 Degree Rotating Touch Display Graphite Grey Laptop #82HS00PVIN-2Y, 33.03.200.959,Core i7,11th (Intel),16GB,512GB SSD,2GB,14,0 
Lenovo IdeaPad Slim 5 Pro 16ACH6 AMD Ryzen 7 5800H 16GB RAM 512GB SSD 16 Inch WQXGA Display Storm Grey Laptop, 33.01.200.961,Core i7,Not Applicable,16GB,256GB SSD,4GB,16,0 
Microsoft Surface Pro 8 Intel Core i7 1185G7 16GB RAM 256GB SSD 13 Inch Pixelsense Flow Multi Touch Display Platinum 2-in-1 Detachable Laptop (Type Cover is sold separately), 33.03.191.271,Intel Celeron,11th (Intel),16GB,1TB HDD+256GB SSD,Shared,13,0 
Lenovo IdeaPad Gaming 3i 15IHU Intel Core i7 11370H 16GB RAM 1TB HDD + 256GB SSD 15.6 Inch FHD Display Shadow Black Gaming Laptop, 33.02.200.962,Ryzen 5,11th (Intel),16GB,256GB SSD,4GB,15.6,0 
Lenovo IdeaPad Slim 3i 15IGL Intel CDC N4020 4GB RAM 256GB SSD 15.6 Inch HD Antiglare Display Platinum Grey Laptop, 33.01.200.964,Ryzen 5,Not Applicable,4GB,512GB SSD,Shared,15.6,0 
"Lenovo IdeaPad 5 15ALC05 AMD Ryzen 5 5500U 16GB RAM 512GB SSD 15.6 Inch FHD IPS Antiglare Display, Graphite Grey Laptop", 33.01.200.938,Core i3,Not Applicable,16GB,512GB SSD,Shared,15.6,0 
"Lenovo IdeaPad 5 Pro 16ACH6 AMD Ryzen 5 5600H 16GB RAM 512GB SSD 16 Inch WQXGA IPS Antiglare Display, Storm Grey Laptop", 33.01.200.939,Core i5,Not Applicable,16GB,512GB SSD,Shared,16,0 
Asus VivoBook 14 K413EA Intel Core i3 1115G4 8GB RAM 512GB SSD 14 Inch FHD Display Hearty Gold Laptop, 33.01.006.1490,Ryzen 7,11th (Intel),8GB,512GB SSD,Shared,14,0 
Asus X515EA Intel Core i5 1135G7 8GB RAM 512GB SSD 15.6 Inch FHD Display Slate Grey Laptop #BQ1762T-X515EA, 33.01.006.1491,Ryzen 3,11th (Intel),8GB,512GB SSD,Shared,15.6,0 
Lenovo IdeaPad 5 15ALC05 AMD Ryzen 7 5700U 16GB RAM 512GB SSD 15.6 Inch FHD IPS Antiglare Display Graphite Grey Laptop #82LN00NWIN, 33.01.200.944,Core i5,Not Applicable,16GB,512GB SSD,Shared,15.6,0 
Asus D515DA AMD Ryzen 3 3250U 4GB RAM 512GB SSD 15.6 Inch FHD Display Slate Grey Laptop, 33.01.006.1492,Ryzen 9,Not Applicable,4GB,512GB SSD,Shared,15.6,0 
Asus X515EA Intel Core i5 1135G7 4GB RAM 512GB SSD 15.6 Inch FHD Display Peacock Blue Laptop, 33.01.006.1494,Core i5,11th (Intel),4GB,1TB SSD,Shared,15.6,0 
Asus ROG Zephyrus G14 GA401QM AMD Ryzen 9 5900HS 16GB RAM 1TB SSD 14 Inch 2K WQHD Display Grey & AniMe Matrix Gaming Laptop, 33.02.006.1493,Ryzen 5,Not Applicable,16GB,1TB HDD,6GB,14,0 
Dell Latitude 14-3420 Intel Core i5 1135G7 4GB RAM 1TB HDD 14 Inch HD Display Black Laptop, 33.01.013.1511,Core i5,11th (Intel),4GB,512GB SSD,Shared,14,0 
HP Pavilion 14-ec0234AU AMD Ryzen 5 5500U 8GB RAM 512GB SSD 14 Inch FHD Display Silver Laptop, 33.01.020.1425,Core i7,Not Applicable,8GB,256GB SSD,Shared,14,0 
Microsoft Surface Pro 8 Intel Core i5 1135G7 8GB RAM 256GB SSD 13 Inch Pixelsense Flow Multi Touch Display Graphite 2-in-1 Detachable Laptop (Type Cover is sold separately), 33.03.191.272,Ryzen 7,11th (Intel),8GB,1TB SSD,Shared,13,0 
HP Spectre X360 Convertible 14-ea1590TU Intel Core i7 1195G7 16GB RAM 1TB SSD 13.3 Inch FHD Touch Display Night Fall Black Laptop, 33.03.020.1432,Core i7,11th (Intel),16GB,512GB SSD,Shared,13.3,0 
Lenovo IdeaPad 5 14ALC05 AMD Ryzen 7 5700U 16GB RAM 512GB SSD 14 Inch FHD IPS Antiglare Display Graphite Grey Laptop, 33.01.200.943,Core i7,Not Applicable,16GB,512GB SSD,Shared,14,0 
HP Pavilion 14-dv0553TU Intel Core i7 1165G7 8GB RAM 512GB SSD 14 Inch FHD Display Silver Laptop, 33.01.020.1428,Core i7,11th (Intel),8GB,1TB SSD,Shared,14,0 
HP Pavilion X360 Convertible 14-dy1900TU Intel Core i7 1195G7 16GB RAM 1TB SSD 14 Inch FHD Touch Display Silver Laptop, 33.03.020.1429,Core i5,11th (Intel),16GB,512GB SSD,Shared,14,0 
HP Envy 13-ba1790TU Intel Core i7 1165G7 16GB RAM 512GB SSD 13.3 Inch FHD Display Silver Laptop, 33.03.020.1430,Ryzen 7,11th (Intel),16GB,512GB SSD,Shared,13.3,0 
HP Pavilion 13-bb0787TU Intel Core i5 1135G7 8GB RAM 512GB SSD 13.3 Inch FHD Display Ceramic White Laptop, 33.01.020.1427,Core i3,11th (Intel),8GB,512GB SSD,Shared,13.3,0 
HP Pavilion 14-ec0223AU AMD Ryzen 7 5700U 8GB RAM 512GB SSD 14 Inch FHD Display Silver Laptop, 33.01.020.1426,Core i3,Not Applicable,8GB,256GB SSD,Shared,14,0 
MSI Modern 14 B10MW Intel Core i3 10110U 4GB RAM 256GB SSD 14 Inch FHD Display Carbon Gray Laptop#9S7-14D114-499, 33.01.033.1205,Core i3,10th (Intel),4GB,1TB HDD,Shared,14,0 
HP 250 G8 Intel Core i3 1115G4 8GB RAM 1TB HDD 15.6 Inch FHD Display Black Laptop, 33.01.020.1433,Core i7,11th (Intel),8GB,512GB SSD,Shared,15.6,0 
MSI Modern 14 B11MOU Intel Core i3 1115G4 8GB RAM 512GB SSD 14 Inch FHD Display Carbon Gray Laptop, 33.01.033.1206,Core i3,11th (Intel),8GB,1TB SSD,Shared,14,0 
Lenovo Yoga Slim 7i Intel Core i7 1165G7 16GB RAM 1TB SSD 14 Inch UHD Display Slate Grey Laptop, 33.03.200.967,Core i3,11th (Intel),16GB,1TB HDD,Shared,14,0 
Asus X515FA Intel Core i3 10110U 4GB RAM 1TB HDD 15.6 Inch FHD Display Slate Grey Laptop #BQ230W-X515FA, 33.01.006.1501,Core i5,10th (Intel),4GB,1TB HDD,Shared,15.6,0 
Asus X515FA Intel Core i3 10110U 4GB RAM 1TB HDD 15.6 Inch FHD Display Transparent Silver Laptop #BQ231W-X515FA, 33.01.006.1502,Intel Celeron,10th (Intel),4GB,512GB SSD,Shared,15.6,0 
Asus X515JA Intel Core i5 1035G1 8GB RAM 512GB SSD 15.6 Inch FHD Display Slate Grey Laptop, 33.01.006.1508,Core i3,10th (Intel),8GB,1TB HDD,Shared,15.6,0 
Asus X515MA Intel CDC N4020 4GB RAM 1TB HDD 15.6 Inch HD Display Silver/Grey Laptop, 33.01.006.1509,Core i3,Not Applicable,4GB,1TB HDD,Shared,15.6,0 
Asus X515FA Intel Core i3 10110U 4GB RAM 1TB HDD 15.6 Inch FHD Display Slate Grey Laptop #EJ223W-X515FA, 33.01.006.1499,Ryzen 5,10th (Intel),4GB,1TB HDD,Shared,15.6,0 
Asus X515FA Intel Core i3 10110U 4GB RAM 1TB HDD 15.6 Inch FHD Display Transparent Silver Laptop #EJ222W-X515FA, 33.01.006.1500,Core i7,10th (Intel),4GB,512GB SSD,Shared,15.6,0 
Acer Aspire 5 A515-45-R0PN AMD Ryzen 5 5500U 8GB RAM 512GB SSD 15.6 Inch FHD Display Pure Silver Laptop, 33.01.002.948,Core i5,Not Applicable,8GB,512GB SSD,Shared,15.6,0 
Microsoft Surface Pro 8 Intel Core i7 1185G7 16GB RAM 512GB SSD 13 Inch Pixelsense Flow Multi Touch Display Platinum 2-in-1 Detachable Laptop (Type Cover is sold separately), 33.03.191.273,Core i7,11th (Intel),16GB,512GB SSD,Shared,13,0 
Acer Aspire 3 A315-58G-56XL Intel Core i5 1135G7 8GB RAM 512GB SSD 15.6 Inch FHD Display Pure Silver Laptop, 33.01.002.951,Ryzen 5,11th (Intel),8GB,512GB SSD,2GB,15.6,0 
Asus VivoBook 15 K513EQ Intel Core i7 1165G7 8GB RAM 512GB SSD 15.6 Inch FHD OLED Display Hearty Gold Laptop, 33.01.006.1497,Core i5,11th (Intel),8GB,512GB SSD,2GB,15.6,0 
Asus TUF Gaming A15 FA506IC AMD Ryzen 5 4600H 8GB RAM 512GB SSD 15.6 Inch FHD Display Graphite Black Gaming Laptop, 33.02.006.1498,Ryzen 7,Not Applicable,8GB,512GB SSD,4GB,15.6,0 
Acer Aspire Vero AV15-51-57BP Intel Core i5 1155G7 8GB RAM 512GB SSD 15.6 Inch FHD Display Volcanic Gray Laptop, 33.01.002.950,Core i7,11th (Intel),8GB,512GB SSD,Shared,15.6,0 
Acer Aspire 5 A515-45-R0EW AMD Ryzen 7 5700U 8GB RAM 512GB SSD 15.6 Inch FHD Display Pure Silver Laptop, 33.01.002.949,Core i5,Not Applicable,8GB,512GB SSD,Shared,15.6,0 
Lenovo IdeaPad Slim 5i 15ITL Intel Core i7 1165G7 16GB RAM 512GB SSD 15.6 Inch FHD IPS Antiglare Display Graphite Grey Laptop #82FG01G4IN, 33.01.200.966,Core i3,11th (Intel),16GB,512GB SSD,2GB,15.6,0 
Acer Aspire 5 A515-56G-56X1 Intel Core i5 1135G7 8GB RAM 512GB SSD 15.6 Inch FHD Display Pure Silver Laptop, 33.01.002.953,Core i5,11th (Intel),8GB,1TB HDD,2GB,15.6,0 
Acer Aspire 3 A315-58 Intel Core i3 1115G4 4GB RAM 1TB HDD 15.6 Inch FHD Display Pure Silver Laptop, 33.01.002.954,Core i5,11th (Intel),4GB,512GB SSD,Shared,15.6,0 
MSI Modern 14 B11MOU Intel Core i5 1155G7 8GB RAM 512GB SSD 14 Inch FHD Display Carbon Gray Laptop, 33.01.033.1212,Core i5,11th (Intel),8GB,512GB SSD,Shared,14,0 
Acer Aspire 5 A515-56 Intel Core i5 1135G7 8GB RAM 512GB SSD 15.6 Inch FHD Display Pure Silver Laptop, 33.01.002.956,Core i5,11th (Intel),8GB,512GB SSD,Shared,15.6,0 
Acer Aspire 5 A514-54-54A8 Intel Core i5 1135G7 8GB RAM 512GB SSD 14 Inch FHD Display Pure Silver Laptop, 33.01.002.952,Core i7,11th (Intel),8GB,1TB HDD,Shared,14,0 
Acer Aspire 3 A315-58 Intel Core i5 1135G7 8GB RAM 1TB HDD 15.6 Inch FHD Display Pure Silver Laptop, 33.01.002.955,Intel Xeon,11th (Intel),8GB,1TB SSD,Shared,15.6,0 
HP ZBook Create G7 Intel Core i7 10750H 16GB RAM 1TB SSD 15.6 Inch 4K UHD Display Silver Mobile Workstation Laptop, 33.04.020.1236,Core i7,10th (Intel),16GB,1TB SSD,8GB,15.6,0 
HP ZBook Fury 15 G7 Intel Xeon W-10885M 16GB RAM 1TB SSD 15.6 Inch 4K UHD Display Silver Mobile Workstation Laptop, 33.04.020.1237,Core i5,10th (Intel),16GB,512GB SSD,6GB,15.6,0 
Microsoft Surface Pro 8 Intel Core i7 1185G7 16GB RAM 512GB SSD 13 Inch Pixelsense Flow Multi Touch Display Graphite 2-in-1 Detachable Laptop (Type Cover is sold separately), 33.03.191.277,Core i5,11th (Intel),16GB,1TB SSD,Shared,13,0 
Microsoft Surface Pro 8 Intel Core i7 1185G7 16GB RAM 1TB SSD 13 Inch Pixelsense Flow Multi Touch Display Platinum 2-in-1 Detachable Laptop (Type Cover is sold separately), 33.03.191.278,Core i7,11th (Intel),16GB,128GB SSD,Shared,13,0 
Microsoft Surface Pro 8 Intel Core i5 1135G7 8GB RAM 128GB SSD 13 Inch Pixelsense Flow Multi Touch Display Platinum 2-in-1 Detachable Laptop (Type Cover is sold separately), 33.03.191.276,Core i5,11th (Intel),8GB,256GB SSD,Shared,13,0 
Microsoft Surface Pro 7+ LTE Intel Core i7 1165G7 16GB RAM 256GB SSD 12.3 Inch PixelSense MultiTouch Display Matte Black 2-in-1 Detachable Laptop (Type Cover is sold separately), 33.03.191.279,Core i5,11th (Intel),16GB,256GB SSD,Shared,12.3,0 
Microsoft Surface Pro 8 LTE Intel Core i5 1145G7 16GB RAM 256GB SSD 13 Inch Pixelsense Flow Multi Touch Display Platinum 2-in-1 Detachable Laptop (Type Cover is sold separately), 33.03.191.280,Core i7,11th (Intel),16GB,512GB SSD,Shared,13,0 
Asus TUF Gaming F15 FX506LH Intel Core i5 10300H 8GB RAM 512GB SSD 15.6 Inch FHD Display Black Gaming Laptop, 33.02.006.1520,Core i7,10th (Intel),8GB,1TB HDD,4GB,15.6,0 
Dell Latitude 14-3420 Intel Core i7 1165G7 8GB RAM 1TB HDD 14 Inch FHD Display Black Laptop, 33.01.013.1592,Core i5,11th (Intel),8GB,1TB SSD,Shared,14,0 
MSI Pulse GL66 12UEK Intel Core i7 12700H 16GB RAM 1TB SSD 15.6 Inch FHD Display Titanium Grey Gaming Laptop, 33.02.033.1211,Core i5,12th (Intel),16GB,1TB HDD,6GB,15.6,0 
Dell Latitude 14-3420 11th Gen Intel Core i5 1135G7 8GB RAM 1TB HDD 14 Inch FHD Display Black Laptop, 33.01.013.1595,Core i5,11th (Intel),8GB,512GB SSD,Shared,14,0 
Microsoft Surface Laptop 4 Intel Core i5 1135G7 8GB RAM 512GB SSD 13.5 Inch Pixelsense Multi Touch Display Platinum Alcantara Surface Laptop, 33.03.191.281,Core i5,11th (Intel),8GB,256GB SSD,Shared,13.5,0 
Microsoft Surface Pro 8 Intel Core i5 1135G7 16GB RAM 256GB SSD 13 Inch Pixelsense Flow Multi Touch Display Platinum 2-in-1 Detachable Laptop (Type Cover is sold separately), 33.03.191.282,Core i3,11th (Intel),16GB,512GB SSD,Shared,13,0 
Lenovo IdeaPad Slim 3i 15ITL6 Intel Core i5 1135G7 8GB RAM 512GB SSD 15.6 Inch FHD  Display Arctic Grey Laptop, 33.01.200.970,Ryzen 3,11th (Intel),8GB,256GB SSD,2GB,15.6,0 
Lenovo IdeaPad 3 15IIL Intel Core i3 1005G1 4GB RAM 256GB SSD 15.6 Inch FHD Display Platinum Grey Laptop, 33.01.200.968,Core i3,10th (Intel),4GB,512GB SSD,Shared,15.6,0 
HP ProBook 445 G8 AMD Ryzen 3 5400U 8GB RAM 512GB SSD 14 Inch FHD Display Silver Laptop, 33.01.020.1436,Core i5,Not Applicable,8GB,512GB SSD,Shared,14,0 
Lenovo ThinkPad E14 Gen 2 Intel Core i3 1115G4 4GB RAM 512GB SSD 14 Inch FHD Display Black Laptop, 33.01.200.973,Core i7,11th (Intel),4GB,512GB SSD,Shared,14,0 
Lenovo ThinkPad E14 Gen 2 Intel Core i5 1135G7 8GB RAM 512GB SSD 14 Inch FHD Display Black Laptop, 33.01.200.974,Core i3,11th (Intel),8GB,512GB SSD,Shared,14,0 
Lenovo ThinkPad E14 Intel Core i7 1165G7 8GB RAM 512GB SSD 14 Inch FHD Display Black Laptop, 33.01.200.975,Core i5,11th (Intel),8GB,256GB SSD,Shared,14,0 
Lenovo IdeaPad FLEX 5i 14ITL Intel Core i3 1115G4 8GB RAM 256GB SSD 14 Inch FHD 360 Degree Rotating Touch Display Platinum Grey Laptop, 33.03.200.969,Ryzen 5,11th (Intel),8GB,512GB SSD,Shared,14,0 
HP ProBook 440 G8 Intel Core i5 1135G7 8GB RAM 512GB SSD 14 Inch FHD Display Silver Laptop#464N1AV, 33.01.020.1435,Core i5,11th (Intel),8GB,512GB SSD,Shared,14,0 
HP ProBook 445 G8 AMD Ryzen 5 5600U 8GB RAM 512GB SSD 14 Inch FHD Display Silver Laptop, 33.01.020.1437,Ryzen 3,Not Applicable,8GB,512GB SSD,Shared,14,0 
Lenovo IdeaPad Gaming 3i 15IHU Intel Core i5 11300H 8GB RAM 512GB SSD 15.6 Inch FHD Display Shadow Black Gaming Laptop, 33.02.200.971,Ryzen 7,11th (Intel),8GB,1TB HDD,4GB,15.6,0 
Dell Inspiron 15 3515 AMD Ryzen 3 3250U 4GB RAM 1TB HDD 15.6 Inch FHD Display Silver Laptop, 33.01.013.1594,Core i7,Not Applicable,4GB,512GB SSD,Shared,15.6,0 
Lenovo IdeaPad Slim 5 Pro 14ACN6 AMD Ryzen 7 5800U 16GB RAM 512GB SSD 14 Inch 2.2K IPS Antiglare Display Storm Grey Laptop, 33.01.200.977,Ryzen 5,Not Applicable,16GB,512GB SSD,Shared,14,0 
Asus TUF Gaming F15 FX506HCB Intel Core i7 11800H 8GB RAM 512GB SSD 15.6 Inch FHD Display Graphite Black Gaming Laptop, 33.02.006.1516,Ryzen 5,11th (Intel),8GB,512GB SSD,4GB,15.6,0 
Lenovo IdeaPad FLEX 5 14ALC05 AMD Ryzen 5 5500U 8GB RAM 512GB SSD 14 Inch FHD 360 Degree Rotating Touch Display Graphite Grey Laptop, 33.03.200.978,Apple M1,Not Applicable,8GB,1TB HDD+256GB SSD,Shared,14,0 
Lenovo IdeaPad Gaming 3 15ACH6 AMD Ryzen 5 5600H 8GB RAM 1TB HDD + 256GB SSD 15.6 Inch FHD Display Shadow Black Gaming Laptop, 33.02.200.980,Ryzen 5,Not Applicable,8GB,1TB SSD,4GB,15.6,0 
Apple MacBook Pro Late 2021 Apple M1 Pro 32GB RAM 1TB SSD 16.2 Inch Liquid Retina XDR Display Space Gray Laptop, 33.03.005.232,Ryzen 7,Not Applicable,32GB,512GB SSD,Shared,16.2,0 
Lenovo IdeaPad FLEX 5 14ALC05 AMD Ryzen 5 5500U 16GB RAM 512GB SSD 14 Inch FHD 360 Degree Rotating Touch Display Graphite Grey Laptop, 33.03.200.979,Core i7,Not Applicable,16GB,512GB SSD,Shared,14,0 
Microsoft Surface Laptop 4 AMD Ryzen 7 4980U 8GB RAM 512GB SSD 15 Inch Pixelsense Multi Touch Display Matte Black Surface Laptop, 33.03.191.283,Apple M1,Not Applicable,8GB,512GB SSD,Shared,15,0 
Microsoft Surface Laptop 4 Intel Core i7 1185G7 16GB RAM 512GB SSD 13.5 Inch Pixelsense Multi Touch Display Matte Black Metal Surface Laptop #LF1-00002, 33.03.191.284,Core i5,11th (Intel),16GB,512GB SSD,Shared,13.5,0 
Apple MacBook Pro (Late 2021) Apple M1 Pro1 32GB RAM 512GB SSD 14.2 Inch Liquid Retina XDR Display Space Gray Laptop, 33.03.005.233,Core i3,Not Applicable,32GB,512GB SSD,Shared,14.2,0 
Asus TUF Gaming F15 FX506HCB Intel Core i5 11400H 8GB RAM 512GB SSD 15.6 Inch FHD Display Graphite Black Gaming Laptop, 33.02.006.1517,Core i3,11th (Intel),8GB,1TB HDD,4GB,15.6,0 
Asus X515EA Intel Core i3 1115G4 4GB RAM 1TB HDD 15.6 Inch FHD WV Display Transparent Silver Laptop, 33.01.006.1525,Core i3,11th (Intel),4GB,512GB SSD,Shared,15.6,0 
Asus X515EA Intel Core i3 1115G4 8GB RAM 512GB SSD 15.6 Inch FHD WV Display Transparent Silver Laptop, 33.01.006.1524,Ryzen 7,11th (Intel),8GB,512GB SSD,Shared,15.6,0 
Asus X515EA Intel Core i3 1115G4 8GB RAM 512GB SSD 15.6 Inch FHD WV Display Slate Grey Laptop, 33.01.006.1523,Core i5,11th (Intel),8GB,512GB SSD,Shared,15.6,0 
Asus VivoBook Pro 15 M3500QA AMD Ryzen 7 5800H 8GB RAM 512GB SSD 15.6 Inch FHD Display Quiet Blue Laptop, 33.01.006.1510,Core i5,Not Applicable,8GB,512GB SSD,Shared,15.6,0 
